"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12447","getEmail","Default Suite","2026-04-17","failed","2026-04-17","com.think_get_it.tests.Exercise","REST_Assured","com.think_get_it.tests.Exercise","getEmail"
